dbo_ecnDatapointType.Address;DataPointTypeId;Id;CompanyId;EnumType;Name;dbo_ecnEventType.Address;Conversion;Description;Priority;Filtercriterion;Reportingcriterion;Type;URL;DefaultValue;ObjectId
VBC700_AW;266;7102;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_PWMZykluszeit_Digital_Scroll;WPR_Verdichter2_PWMZykluszeit_Digital_Scroll~0x511E;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_PWMZykluszeit_Digital_Scroll.description;100;-1;-1;3;;20;-1
VBC700_AW;266;7105;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_sperre_abtauung_wp;WPR_Verdichter2_sperre_abtauung_wp~0x510D;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_sperre_abtauung_wp.description;100;-1;-1;3;;90;-1
VBC700_AW;266;7106;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_Startoeffnungsdauer;WPR_Verdichter2_Startoeffnungsdauer~0x5120;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_Startoeffnungsdauer.description;100;-1;-1;3;;5;-1
VBC700_AW;266;7107;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_t_ruecklauf_min_wp;WPR_Verdichter2_t_ruecklauf_min_wp~0x5102;Div10;@@viessmann.eventtype.WPR_Verdichter2_t_ruecklauf_min_wp.description;100;-1;-1;3;;5;-1
VBC700_AW;266;7108;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_t_vorlauf_max_wp;WPR_Verdichter2_t_vorlauf_max_wp~0x5101;Div10;@@viessmann.eventtype.WPR_Verdichter2_t_vorlauf_max_wp.description;100;-1;-1;3;;60;-1
VBC700_AW;266;7109;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_Temp_Abtaubeginn;WPR_Verdichter2_Temp_Abtaubeginn~0x510F;Div10;@@viessmann.eventtype.WPR_Verdichter2_Temp_Abtaubeginn.description;100;-1;-1;3;;0;-1
VBC700_AW;266;7110;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_Temp_Abtauende;WPR_Verdichter2_Temp_Abtauende~0x5110;Div10;@@viessmann.eventtype.WPR_Verdichter2_Temp_Abtauende.description;100;-1;-1;3;;100;-1
VBC700_AW;266;7112;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_totzeit_wp;WPR_Verdichter2_totzeit_wp~0x5106;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_totzeit_wp.description;100;-1;-1;3;;600;-1
VBC700_AW;266;7113;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_Ueberhitzungssollwert;WPR_Verdichter2_Ueberhitzungssollwert~0x5119;Div10;@@viessmann.eventtype.WPR_Verdichter2_Ueberhitzungssollwert.description;100;-1;-1;3;;60;-1
VBC700_AW;266;7114;24;0;@@viessmann.eventtype.name.WPR_Verdichter2_Ueberhitzungstemp_Grenzwert;WPR_Verdichter2_Ueberhitzungstemp_Grenzwert~0x5124;Div10;@@viessmann.eventtype.WPR_Verdichter2_Ueberhitzungstemp_Grenzwert.description;100;-1;-1;3;;200;-1
VBC700_AW;266;7115;24;-1;@@viessmann.eventtype.name.WPR_Verdichter2_Verdichter_auf_WW;WPR_Verdichter2_Verdichter_auf_WW~0x5112;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_Verdichter_auf_WW.description;50;-1;-1;3;;1;-1
VBC700_AW;266;7117;24;-1;@@viessmann.eventtype.name.WPR_Verdichter2_VerdStufeFreigegeben;WPR_Verdichter2_VerdStufeFreigegeben~0x5100;NoConversion;@@viessmann.eventtype.WPR_Verdichter2_VerdStufeFreigegeben.description;50;-1;-1;3;;;-1
VBC700_AW;266;7118;24;0;@@viessmann.eventtype.name.WPR_vmarSchaltzeitenGroup_1_0;WPR_vmarSchaltzeitenGroup_1_0~0x9000;NoConversion;@@viessmann.eventtype.WPR_vmarSchaltzeitenGroup_1_0.description;100;-1;-1;3;;;-1
VBC700_AW;266;7119;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_HK_M2;WPR_Vorlauftemperatur_HK_M2~0x0114;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_HK_M2.description;100;-1;-1;1;;;-1
VBC700_AW;266;7120;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_HK_M3;WPR_Vorlauftemperatur_HK_M3~0x0115;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_HK_M3.description;100;-1;-1;1;;;-1
VBC700_AW;266;7121;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_NatCoolingHKxx;WPR_Vorlauftemperatur_NatCoolingHKxx~0x011A;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_NatCoolingHKxx.description;100;-1;-1;1;;;-1
VBC700_AW;266;7122;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_NatCoolingKreis;WPR_Vorlauftemperatur_NatCoolingKreis~0x0119;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_NatCoolingKreis.description;100;-1;-1;1;;;-1
VBC700_AW;266;7123;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_Primaerquelle;WPR_Vorlauftemperatur_Primaerquelle~0x0103;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_Primaerquelle.description;100;-1;-1;1;;;-1
VBC700_AW;266;7124;24;0;@@viessmann.eventtype.name.WPR_Vorlauftemperatur_Sek;WPR_Vorlauftemperatur_Sek~0x0105;Div10;@@viessmann.eventtype.WPR_Vorlauftemperatur_Sek.description;100;-1;-1;1;;;-1
VBC700_AW;266;7125;24;0;@@viessmann.eventtype.name.WPR_Warmwasser_TemperaturAusgang;WPR_Warmwasser_TemperaturAusgang~0x0110;Div10;@@viessmann.eventtype.WPR_Warmwasser_TemperaturAusgang.description;100;-1;-1;1;;;-1
