Id;Name;Parameter;Address;Type
2976;(F8) Start Modifizierung Raumtemp. Soll red. HK1;;KF8_KonfiStartModTRSollredA1~0x27F8;3
2977;(F8) Start Modifizierung Raumtemp. Soll red. HK2;;KF8_KonfiStartModTRSollredM2~0x37F8;3
2979;(F9) Ende Modifizierung Raumtemp. Soll red. HK1;;KF9_KonfiEndeModTRSollredA1~0x27F9;3
2980;(F9) Ende Modifizierung Raumtemp. Soll red. HK2;;KF9_KonfiEndeModTRSollredM2~0x37F9;3
2982;(FA) Überhöhung Vorlauftemperatur Soll HK1;;KFA_KonfiUeberhoehungVTSollA1~0x27FA;3
2983;(FA) Überhöhung Vorlauftemperatur Soll HK2;;KFA_KonfiUeberhoehungVTSollM2~0x37FA;3
2985;(FB) Dauer Überhöhung Vorlauftemperatur Soll HK1;;KFB_KonfiDauerUeberhoehungVTSollA1~0x27FB;3
2986;(FB) Dauer Überhöhung Vorlauftemperatur Soll HK2;;KFB_KonfiDauerUeberhoehungVTSollM2~0x37FB;3
2988;KM-Bus-Fehler Ext. Erweiterung;;KM_Error_AE~0x0A32;1
2991;KM-Bus-Fehler Mischererweiterung;;KM_Error_Mischer~0x0A31;1
2994;KM-Bus-Fehler Pumpe A1;;KM_Error_PumpeA1~0x0A33;1
2995;KM-Bus-Fehler Interne Pumpe;;KM_Error_PumpeIntern~0x0A35;1
2996;KM-Bus-Fehler Pumpe M2;;KM_Error_PumpeM2~0x0A34;1
3001;KM-Bus-Fehler Vitocom 100;;KM_Error_Vitocom~0x0A36;1
3003;KM-Bus-Fehler Vitosolic;;KM_Error_Vitosolic~0x6550;1
3004;Anlieferzustand Codierungen;;Konfi_FunktionReset_GWG~0xA050;2
3006;(97) Konfiguration Aussentemperatur;;KonfiVerwendungAussentemperatur~0x7797;3
3074;Codierkarte Gerätekennung;;KS_Karte_GWG_Kennung~0x7656;1
3075;Codierkarte Revision GFA;;KS_Karte_GWG_Rev_F~0x7656;1
3076;Codierkarte Revision GWG;;KS_Karte_GWG_Rev_R~0x7656;1
3077;Codierkarte Typ;;KS_Karte_GWG_Typ~0x7656;1
3078;Gerätetyp;;KS_Karte_GWG_Typ1~0x7656;1
3153;Betriebsstunden Brenner seit letzter  Wartung;;LetzteBrennerWartung~0x7570;1
3155;vergangene Zeit seit letzter Wartung;;LetzteIntervallWartung~0x756C;1
3462;Binding;;nciNetConfig1~0xA102;1
3463;Neuron ID;;Neuron_ID~0xA009;1
3464;Domain;;Node_Domain~0xA000;1
3465;Node;;Node_Node~0xA000;1
3466;Subnet;;Node_Subnet~0xA000;1
4019;Betriebsmodus Anlage / Kessel;;nviApplicMode_CFDM~0xA382;3
4085;DHWC: Betriebsmodus - Warmwasser;;nviDHWC_ApplicMode~0xA3C2;3
4086;DHWC: Warmwasser-Solltemperatur;;nviDHWC_Setpt~0xA3C0;3
4087;Betriebsart - bei externer Vorgabe HK1;;nviHCC1_ApplicMode~0xA400;1
4088;Externe Vorlaufsolltemperatur HK1;;nviHCC1_FlowSetpt~0xA403;3
4089;Externe Raumsolltemperatur HK1;;nviHCC1_SpaceSetpt~0xA401;3
4090;Betriebsart - bei externer Vorgabe HK2;;nviHCC2_ApplicMode~0xA440;1
4091;Externe Vorlaufsolltemperatur HK2;;nviHCC2_FlowSetpt~0xA443;3
4092;Externe Raumsolltemperatur HK2;;nviHCC2_SpaceSetpt~0xA441;3
4097;Anlagen-/ Kessel-Sollleistung - Status ;;nviProdCmd_CFDM_state~0xA380;3
4098;Anlagen-/ Kessel-Sollleistung - Wert ;;nviProdCmd_CFDM_value~0xA380;3
4113;Vorlauf-Solltemperatur Anlagen / Kessel;;nviSetpoint_CFDM~0xA383;3
4124;Alarm  Anlagennummer;;nvoAlarm_Anlagennummer~0xA132;1
4125;Alarm Fehlercode;;nvoAlarm_Fehlercode~0xA132;1
4126;Alarm Fehlermanager;;nvoAlarm_Fehlermanager~0xA132;1
4127;Fehlermanager;;nvoAlarm_Fehlermanager_Teilnehmerliste~0xA132;1
4128;Alarm Jahr;;nvoAlarm_Jahr~0xA132;1
4130;Alarm Minute;;nvoAlarm_Minute~0xA132;1
4131;Alarm Monat;;nvoAlarm_Monat~0xA132;1
4132;Alarm  Nummer gestoerter Teilnehmer;;nvoAlarm_Nr_gestoerterTeilnehmer~0xA132;1
4133;Alarm Sekunde;;nvoAlarm_Sekunde~0xA132;1
4134;Alarm Stunde;;nvoAlarm_Stunde~0xA132;1
4135;Alarm Tag;;nvoAlarm_Tag~0xA132;1
4136;Alarm Teilnehmernummer - Gerät;;nvoAlarm_Teilnehmernummer~0xA132;1
4137;Alarm Veraenderungsflag;;nvoAlarm_Veraenderung~0xA132;1
4165;Modulationsgrad;;nvoBoilerState_BLR_value~0xA305;1
4169;DHWC: Warmwasser-Isttemperatur;;nvoDHWC_ActTemp~0xA3C3;1
4170;DHWC: Effektive Warmwasser-Solltemperatur;;nvoDHWC_EffSetpt~0xA3C5;1
4173;Aktiver Anlagen- / Solltemperaturwert ;;nvoEffectSetpt_CFDM~0xA391;1
4174;Effektive Raumsolltemperatur HK1;;nvoHCC1_EffRoomSetpt~0xA406;1
4175;Aktuelle Betriebsart HK1;;nvoHCC1_UnitState~0xA405;1
4176;Effektive Raumsolltemperatur HK2;;nvoHCC2_EffRoomSetpt~0xA446;1
4177;Aktuelle Betriebsart HK2;;nvoHCC2_UnitState~0xA445;1
4180;Aussentemperatur Senden;;nvoOATemp~0xA14F;1
4182;Prod. Status Fehler;;nvoProdCState_Fehler_CFDM~0xA395;1
4183;Prod. Status Harte Sperre;;nvoProdCState_HarteSperre_CFDM~0xA395;1
4187;Prod. Status SP-Betrieb;;nvoProdCState_SP_CFDM~0xA395;1
4188;Speicherladung;;nvoProdCState_Speicher_CFDM~0xA395;1
4194;Anlagen-Istleistung - Status;;nvoPWRState_CFDM_state~0xA38F;1
4195;Anlagen-Istleistung - Wert ;;nvoPWRState_CFDM_value~0xA38F;1
4197;nicht belegt;;nvoRelayState_Abgas_WTPumpeGWG~0xA152;1
4199;nicht belegt;;nvoRelayState_Brenner~0xA152;1
4203;Relais-Status Heizkreispumpe 1;;nvoRelayState_HKP1~0xA152;1
4204;Relais-Status Heizkreispumpe 1 Nachtkontakt;;nvoRelayState_HKP1_Nachtkontakt~0xA152;1
4205;Relais-Status Heizkreispumpe 2;;nvoRelayState_HKP2~0xA152;1
4206;Relais-Status Heizkreispumpe 2 Nachtkontakt;;nvoRelayState_HKP2_Nachtkontakt~0xA152;1
4208;nicht belegt;;nvoRelayState_HKP3_GWG~0xA152;1
4210;nicht belegt;;nvoRelayState_HKP3_Nachtkontakt_GWG~0xA152;1
4211;Relais-Status Interne Pumpe;;nvoRelayState_Interne_Pumpe~0xA152;1
4214;Relais-Status Pumpe Ladesystem;;nvoRelayState_Pumpe_Ladesystem~0xA152;1
4215;Relais-Status Sammelstörung;;nvoRelayState_Sammelstoerung~0xA152;1
4216;Relais-Status Speicherladepumpe;;nvoRelayState_SLP~0xA152;1
4218;Relais-Status Umschaltventil Heizen;;nvoRelayState_UV_Heizen~0xA152;1
4219;Relais-Status Umschaltventil Warmwasser;;nvoRelayState_UV_Warmwasser~0xA152;1
4220;Relais-Status Zirkulationspumpe;;nvoRelayState_ZP~0xA152;1
4221;Relais-Status Zubringerpumpe;;nvoRelayState_Zubringerpumpe~0xA152;1
4229;Anlagenvorlauf- Kessel-Isttemperatur;;nvoSupplyTemp_CFDM~0xA393;1
4230;Uhrzeit Senden - Jahr;;nvoTimeSet_Jahr~0xA12B;1
4231;Uhrzeit Senden - Minute;;nvoTimeSet_Minute~0xA12B;1
4232;Uhrzeit Senden - Monat;;nvoTimeSet_Monat~0xA12B;1
4233;Uhrzeit Senden - Sekunde;;nvoTimeSet_Sekunde~0xA12B;1
4234;Uhrzeit Senden - Stunde;;nvoTimeSet_Stunde~0xA12B;1
4235;Uhrzeit Senden - Tag;;nvoTimeSet_Tag~0xA12B;1
4242;Relais K12 Interne Anschlußerweiterung;;RelaisK12~0x0842;1
4243;Aktorentest;;RelaistestGWG200x~0x7500;3
4682;Sachnummer Regelung;;Sachnummer~0x08E0;1
4683;Sachnummer 87c652;;Sachnummer_87c652~0xA03D;1
4685;Sachnummer Codierstecker;;Sachnummer_GWG_Codierstecker~0x1010;1
4686;Sachnummer LON;;Sachnummer_LON~0xA011;1
5272;Solar Kollektortemperatur;;Solarkollektortemperatur~0x6564;1
5273;Solar Nachladeunterdrückung;;SolarNachlade~0x6551;3
5274;Solar Solarpumpe;;SolarPumpe~0x6552;1
5276;Solar Speichertemperatur;;SolarSpeichertemperatur~0x6566;1
5277;Solar Betriebsstunden;;SolarStunden~0x6568;1
5279;Solar Wärmemenge;;SolarWaerme~0x6560;1
5280;Speicherladepumpe;;Speicherladepumpe~0x6513;1
5289;Externe Anschlußerweiterung Software-Index;;SWIndex_extAE~0x0A48;1
5290;Fernbedienung A1 Software-Index;;SWIndex_FB1~0x0A5C;1
5291;Fernbedienung M2 Software-Index;;SWIndex_FB2~0x0A60;1
5292;Interne Pumpe Software-Index;;SWIndex_IntPumpe~0x0A54;1
5293;Mischererweiterung Software-Index;;SWIndex_Mischer~0x0A44;1
5298;Pumpe A1 Software-Index;;SWIndex_Pumpe1~0x0A4C;1
5299;Pumpe M2 Software-Index;;SWIndex_Pumpe2~0x0A50;1
5303;Solarregelung Software-Index;;SWIndex_Solar~0x0A40;1
5305;Vitocom 100 Software-Index;;SWIndex_Vitocom~0x0A58;1
5319;Regelung Gerätegruppe;;SystemIdent_SX~0x00F8;1
5333;Teilnehmerliste LON eigene TN-Nummer Anlage/TN;;Teilnehmerliste_LON_00~0xA010;1
5334;Teilnehmerliste LON (01) Anlage/TN;;Teilnehmerliste_LON_01~0xA010;1
5335;Teilnehmerliste LON (02)  Anlage/TN;;Teilnehmerliste_LON_02~0xA010;1
5336;Teilnehmerliste LON (03)  Anlage/TN;;Teilnehmerliste_LON_03~0xA010;1
5337;Teilnehmerliste LON (04)  Anlage/TN;;Teilnehmerliste_LON_04~0xA010;1
5338;Teilnehmerliste LON (05)  Anlage/TN;;Teilnehmerliste_LON_05~0xA010;1
5339;Teilnehmerliste LON (06)  Anlage/TN;;Teilnehmerliste_LON_06~0xA010;1
5340;Teilnehmerliste LON (07)  Anlage/TN;;Teilnehmerliste_LON_07~0xA010;1
5341;Teilnehmerliste LON (08)  Anlage/TN;;Teilnehmerliste_LON_08~0xA010;1
5342;Teilnehmerliste LON (09)  Anlage/TN;;Teilnehmerliste_LON_09~0xA010;1
5343;Teilnehmerliste LON (10)  Anlage/TN;;Teilnehmerliste_LON_10~0xA010;1
5344;Teilnehmerliste LON (11)  Anlage/TN;;Teilnehmerliste_LON_11~0xA010;1
5345;Teilnehmerliste LON (12)  Anlage/TN;;Teilnehmerliste_LON_12~0xA010;1
5346;Teilnehmerliste LON (13)  Anlage/TN;;Teilnehmerliste_LON_13~0xA010;1
5347;Teilnehmerliste LON (14)  Anlage/TN;;Teilnehmerliste_LON_14~0xA010;1
5348;Teilnehmerliste LON (15)  Anlage/TN;;Teilnehmerliste_LON_15~0xA010;1
5365;Status Sensor 5B;;TemperaturFehler_STS2~0x083D;1
5367;Raumtemperatur A1M1;;TiefpassTemperatur_RTS_A1M1~0x0896;1
5372;Abgastemperatur;;TiefpassTemperaturwert_AGTS~0x0816;1
5373;Aussentemperatur;;TiefpassTemperaturwert_ATS~0x5525;1
5374;Kesseltemperatur;;TiefpassTemperaturwert_KTS~0x0810;1
5375;Vorlauftemperatur A1M1;;TiefpassTemperaturwert_KTS_A1~0x0810;1
5376;Raumtemperatur M2;;TiefpassTemperaturwert_RTS_M2~0x0898;1
5380;Gem. Vorlauftemperatur;;TiefpassTemperaturwert_VTS~0x081A;1
5381;Temperatur Speicher Ladesensor Komfortsensor;;TiefpassTemperaturwertWW1~0x0812;1
5382;Auslauftemperatur;;TiefpassTemperaturwerWW2~0x0814;1
5385;Datum und Uhrzeit ;;Uhrzeit~0x088E;3
5389;Umschaltventil;;Umschaltventil~0x0A10;1
5391;Fehlerhistorie Löschen;;valmRPCClearErrorHistoryTable~0xA029;3
5609;Teilnehmerliste loeschen;;vlogRPCClearMemberList~0xA009;2
6052;Vorlauftemperatur A1M1;;VorlauftemperaturM1~0x2900;1
6053;Vorlauftemperatur M2;;VorlauftemperaturM2~0x3900;1
6063;Vorlauftemperatur Soll A1M1;;VT_SolltemperaturA1M1~0x2544;1
6064;Vorlauftemperatur Soll M2;;VT_SolltemperaturM2~0x3544;1
7177;Warmwassertemperatur Soll (effektiv);;WW_SolltemperaturAktuell~0x6500;1
7179;Warmwasserbereitung;;WW_Status_NR1~0x650A;1
7181;Zirkulationspumpe;;Zirkulationspumpe~0x6515;1
7183;ecnsysEventType~Error;;ecnsysEventType~Error;1
7184;ecnsysEventType~ErrorIndex;;ecnsysEventType~ErrorIndex;1
7191;Schaltzeiten A1M1;;Schaltzeiten_A1M1_HK;3
7192;Schaltzeiten WW A1M1;;Schaltzeiten_A1M1_WW;3
7193;Schaltzeiten ZP A1M1;;Schaltzeiten_A1M1_ZP;3
7194;Schaltzeiten M2;;Schaltzeiten_M2_HK;3
7195;Schaltzeiten WW M2;;Schaltzeiten_M2_WW;3
7196;Schaltzeiten ZP M2;;Schaltzeiten_M2_ZP;3
7206;Herstellnummer Regelung;;HWHerstellNrRegelung~0xF000;1
7208;Gerät;;GWG_K_Kennung~0x00F9;3
7217;Herstellnummer Kessel;;HWHerstellNrKessel~0xF010;1
7565;(60) Offset für Kessel- bzw Vorlaufsolltemperatur (auf Warmwasser-Solltemperatur);;K60_KonfiWW_GWG_KesselOffset~0x6760;3
7567;Software-Index des Gerätes;;Software_Index~0x00FB;1
7608;ecnsysEventType~ErrorNotification;;ecnsysEventType~ErrorNotification;1
7987;Kennung HK1;;HK1_Kennung~0x2520;1
8161;Hydraulische Weiche;;Temperatur_Hydraulische_Weiche~0x080C;1
8169;(P00) Momentane Leistung;;VSKO_Scot_CES_P0~0x4000;1
8170;(P01) GFA Störcode;;VSKO_Scot_CES_P1~0x4001;1
8171;(P02) Vorlauftemperatur als A/D Wert;;VSKO_Scot_CES_P0~0x4002;1
8172;(P03) Abgastemperatur als A/D Wert;;VSKO_Scot_CES_P3~0x4003;1
8173;(P04) AD Wandler Wert 3;;VSKO_Scot_CES_P4~0x4004;1
8174;(P05) Ansteuersignal Gasstellglied;;VSKO_Scot_CES_P5~0x4005;1
8175;(P06) Drehzahl-Istwert;;VSKO_Scot_CES_P6~0x4006;1
8176;(P07) Zuletzt aufgetretener Fehler;;VSKO_Scot_CES_P7~0x4007;1
8177;(P08) Phase, in dem der letzte Fehler aufgetreten ist;;VSKO_Scot_CES_P8~0x4008;1
8178;(P09) Drehzahl-Sollwert;;VSKO_Scot_CES_P9~0x4009;1
8179;(P10) PWM Sollwert Gebläse;;VSKO_Scot_CES_P10~0x400A;1
8180;(P11) Weiterer Detailierungsgrad;;VSKO_Scot_CES_P11~0x400B;1
8181;(P12) Digitaleingang mit Bit-Kodierung;;VSKO_Scot_CES_P12~0x400C;1
8182;(P13) Io-Istwert;;VSKO_Scot_CES_P13~0x400D;1
8183;(P14) Io-Basiswert;;VSKO_Scot_CES_P14~0x400E;1
8184;(P15) Io-Sollwert (aktuell);;VSKO_Scot_CES_P15~0x400F;1
8185;(P16) Kalibrationsleistung (=EF31);;VSKO_Scot_CES_P16~0x4010;1
8186;(P17) Flammenbildungszeit;;VSKO_Scot_CES_P17~0x4011;1
8187;(P18) Zusatzinfo zu Fehler 98;;VSKO_Scot_CES_P18~0x4012;1
8188;(P25) Io-Kalibrationsmaximum;;VSKO_Scot_CES_P25~0x4019;1
8189;(P26) Zähler für Zündungen bis zur nächsten Kalibration;;VSKO_Scot_CES_P26~0x401A;1
8190;(P27) Io-Kompensationswert;;VSKO_Scot_CES_P27~0x401B;1
8191;(P28) Min. Io-Wert nach Zündund;;VSKO_Scot_CES_P28~0x401C;1
8192;(P29) Detailierung 1. Fehler F61/62;;VSKO_Scot_CES_P29~0x401D;1
8193;(P30) Detailierung 2. Fehler F61/62;;VSKO_Scot_CES_P30~0x401E;1
8194;(P70) C10 – Gasart Min;;VSKO_Scot_CES_P70~0x4046;1
8195;(P71) C10 – Gasart Max;;VSKO_Scot_CES_P71~0x4047;1
8196;(P72) C11 – Korr. qGasStart Min;;VSKO_Scot_CES_P72~0x4048;1
8197;(P73) C11 – Korr. qGasStart Max;;VSKO_Scot_CES_P73~0x4049;1
8198;(P74) C12 – Absenk. Io-Basiswert Min;;VSKO_Scot_CES_P74~0x404A;1
8199;(P75) C12 – Absenk. Io-Basiswert Max;;VSKO_Scot_CES_P75~0x404B;1
8200;(P76) C13 – Korr. Startleistung Min;;VSKO_Scot_CES_P76~0x404C;1
8201;(P77) C13 – Korr. Startleistung Max;;VSKO_Scot_CES_P77~0x404D;1
8202;(P78) C14 – GPV–Offset Min (H53);;VSKO_Scot_CES_P78~0x404E;1
8203;(P79) C14 – GPV–Offset Max (H54);;VSKO_Scot_CES_P79~0x404F;1
8205;(P81) Softwareversion FA (Version);;VSKO_Scot_CES_P81~0x4051;1
8206;(P82) Softwareversion FA (Revision);;VSKO_Scot_CES_P82~0x4052;1
8207;(P83) Gerätekonfiguration;;VSKO_Scot_CES_P83~0x4053;1
8208;(P84) GFA Betriebsphase;;VSKO_Scot_CES_P84~0x4054;1
8209;(P85) GFA Status 1;;VSKO_Scot_CES_P85~0x4055;1
8210;(P86) GFA Status 2;;VSKO_Scot_CES_P86~0x4056;1
8211;(P87) GFA Status 3;;VSKO_Scot_CES_P87~0x4057;1
8212;(P88) GFA Status 4;;VSKO_Scot_CES_P88~0x4058;1
8213;(P89) b0=FA9, b1=FA11, b2=FA8;;VSKO_Scot_CES_P89~0x4059;1
8214;(P90) Codierstecker FA-Typ {FA42};;VSKO_Scot_CES_P90~0x405A;1
8215;(P100) Minimale Leistung;;VSKO_Scot_CES_P100~0x4064;1
8216;(P101) Codierstecker Kennung Nr.1 VI;;VSKO_Scot_CES_P101~0x4065;1
8217;(P102) Codierstecker Kennung Nr.2 VI;;VSKO_Scot_CES_P102~0x4066;1
8218;(P103) Codierstecker Datum (Tag);;VSKO_Scot_CES_P103~0x4067;1
8219;(P104) Codierstecker Datum (Monat);;VSKO_Scot_CES_P104~0x4068;1
8220;(P105) Codierstecker Datum (Jahr);;VSKO_Scot_CES_P105~0x4069;1
8221;(P106) CRC – Codierstecker – VI;;VSKO_Scot_CES_P106~0x406A;1
8222;(P107) Codierstecker Kennung {FA40};;VSKO_Scot_CES_P107~0x406B;1
8223;(P108) Codierstecker Kennung {FA41};;VSKO_Scot_CES_P108~0x406C;1
8224;(P00) Momentane Leistung;;VSKO_Scot_P0~0x4000;1
8225;(P01) GFA Störcode;;VSKO_Scot_P1~0x4001;1
8226;(P02) Vorlauftemperatur als A/D Wert;;VSKO_Scot_P2~0x4002;1
8227;(P03) Abgastemperatur als A/D Wert;;VSKO_Scot_P3~0x4003;1
8228;(P04) AD Wandler Wert 3;;VSKO_Scot_P4~0x4004;1
8229;(P05) Ansteuersignal Gasstellglied;;VSKO_Scot_P5~0x4005;1
8230;(P06) Drehzahl-Istwert;;VSKO_Scot_P6~0x4006;1
8231;(P07) Zuletzt aufgetretener Fehler;;VSKO_Scot_P7~0x4007;1
8232;(P08) Phase, in dem der letzte Fehler aufgetreten ist;;VSKO_Scot_P8~0x4008;1
8233;(P09) Drehzahl-Sollwert;;0x4009;1
8234;(P10) PWM Sollwert Gebläse;;VSKO_Scot_P10~0x400A;1
8235;(P11) Weiterer Detailierungsgrad;;VSKO_Scot_P11~0x400B;1
8236;(P12) Digitaleingang mit Bit-Kodierung;;VSKO_Scot_P12~400C;1
8237;(P13) Io-Istwert;;VSKO_Scot_P13~0x400D;1
8238;(P14) Io-Basiswert;;VSKO_Scot_P14~0x400E;1
8239;(P15) Io-Sollwert (aktuell);;VSKO_Scot_P15~0x400F;1
8240;(P16) Kalibrationsleistung (=EF31);;VSKO_Scot_P16~0x4010;1
8241;(P17) Flammenbildungszeit;;VSKO_Scot_P17~0x4011;1
8242;(P18) Zusatzinfo zu Fehler 98;;VSKO_Scot_P18~0x4012;1
8243;(P25) Io-Kalibrationsmaximum;;VSKO_Scot_P25~0x4019;1
8244;(P26) Zähler für Zündungen bis zur nächsten Kalibration;;0x401A;1
8245;(P27) Io-Kompensationswert;;VSKO_Scot_P27~0x401B;1
8246;(P28) Min. Io-Wert nach Zündund;;0x401C;1
8247;(P29) Detailierung 1. Fehler F61/62;;0x401D;1
8249;(P30) Detailierung 2. Fehler F61/62;;VSKO_Scot_P30~0x401E;1
8254;(P72) C11 – Startgasmenge Min;;VSKO_Scot_P72~0x4048;1
8256;(P73) C11 – Startgasmenge Max;;VSKO_Scot_P73~0x4049;1
8257;(P89) 60 Hz Betrieb;;VSKO_Scot_P89~0x4059;1
8258;(P80) Kennung FA-Chip;;VSKO_Scot_CES_P80~0x4050;1
8259;(P09) Modulationssollwert;;VSKO_GFA_P9~0x4009;1
8260;(P89) 60 Hz;;VSKO_GFA_P89~0x4059;1
8372;(C01) Konfiguration Kaskade (0=Nein, 1=Ja);;VSKO_Codierparameter_C01~0x0001;1
8375;(C10) Erdgas (0) / Flüssiggas (1);;VSKO_Codierparameter_C10~0x000A;1
8376;(C11) Korrektur qGasStart (additiv, mit Vorzeichen);;VSKO_Codierparameter_C11~0x000B;1
8377;(C12) Absenkung Io-Basiswert;;VSKO_Codierparameter_C12~0x000C;1
8378;(C13) Korrektur Startleistungen;;VSKO_Codierparameter_C13~0x000D;1
8379;(C14) GPV-Kennlinien-Offset;;VSKO_Codierparameter_C14~0x000E;1
8380;(C00) Gasart (0=Erdgas, 1=Flüssiggas);;VSKO_Codierparameter_C00~0x0000;1
8381;(C02) Bezugswert Überprüfung des zulässigen Offsetwertes;;VSKO_Codierparameter_C02~0x0002;1
8395;Kennung Feuerungsautomat-Chip;;GFA_Kennung~0x7650;1
10081;Sensor 7;;SM1_Sensor_7_GWG~0xCF90;1
10759;Status Sensor ATS;;TemperaturFehler_ATS_GWG~0x083A;1
10760;Status Sensor KTS;;TemperaturFehler_KTS_GWG~0x083B;1
10762;Status Sensor VTS;;TemperaturFehler_VLTS_GWG~0x0840;1
10796;Status Raumtemp.-Sensor HK1;;HO2B_SensorStatus_RTS_M1~0x089C;1
10797;Status Raumtemp.-Sensor HK2;;HO2B_SensorStatus_RTS_M2~0x089D;1
11609;Brennertyp ;;GWG_8853_Brennertyp~0x8853;1
11750;(C08) Offsetverschiebung des Startwertes der Gasvolumenstromrampe;;VSKO_Codierparameter_Vi_C08~0x0008;1
11927;Nachheizunterdrueckung;;Nachheizunterdrueckung~0x55FE;3
12646;DatabaseVersion For Export;;DatabaseVersionForExport;1
